Model;Run;File;Class;MethodName;Signature;Has_UC_Annotation;UC_Action;UC_References
Llama4;4;Llama4_run4.json;ValidationResult;validate;+ validate ();FAUX;;
Llama4;4;Llama4_run4.json;WasteJourney;track;+ track ();VRAI;;10.0
Llama4;4;Llama4_run4.json;WasteJourney;updateStatus;+ updateStatus ();VRAI;;10.0
Llama4;5;Llama4_run5.json;Address;updateAddress;+ updateAddress ();VRAI;;4.0
Llama4;5;Llama4_run5.json;CollectionPoint;updateLocation;+ updateLocation ();VRAI;;19.0
Llama4;5;Llama4_run5.json;CollectionRequest;assignVehicle;+ assignVehicle ();VRAI;;8.0
Llama4;5;Llama4_run5.json;NotificationService;sendNotification;+ sendNotification ();FAUX;;
Llama4;5;Llama4_run5.json;Product;listProduct;+ listProduct ();VRAI;;5.0
Llama4;5;Llama4_run5.json;Product;updateListing;+ updateListing ();VRAI;;13.0
Llama4;5;Llama4_run5.json;RoleManager;assignRole;+ assignRole ();VRAI;;20.0
Llama4;5;Llama4_run5.json;SearchFilter;searchProducts;+ searchProducts () : List<Product>;VRAI;;14.0
Llama4;5;Llama4_run5.json;ServiceProvider;updateProfile;+ updateProfile ();VRAI;;18.0
Llama4;5;Llama4_run5.json;ServiceRequest;cancel;+ cancel ();VRAI;;12.0
Llama4;5;Llama4_run5.json;ServiceRequest;schedule;+ schedule ();FAUX;;
Llama4;5;Llama4_run5.json;TransportRequest;planRoute;+ planRoute ();VRAI;;9.0
Llama4;5;Llama4_run5.json;UserAccount;deactivateAccount;+ deactivateAccount ();VRAI;;15.0
Llama4;5;Llama4_run5.json;UserAccount;login;+ login ();VRAI;;2.0
Llama4;5;Llama4_run5.json;UserAccount;register;+ register ();VRAI;;1.0
Llama4;5;Llama4_run5.json;UserCredentials;resetPassword;+ resetPassword ();VRAI;;3.0
Llama4;5;Llama4_run5.json;UserProfile;updateProfile;+ updateProfile ();VRAI;;4.0
Llama4;5;Llama4_run5.json;ValidationResult;validate;+ validate () : ValidationResult;VRAI;;1.0
Llama4;5;Llama4_run5.json;WasteJourney;updateStatus;+ updateStatus ();VRAI;;10.0
Llama4;6;Llama4_run6.json;Address;updateAddress;+ updateAddress ();VRAI;;4.0
Llama4;6;Llama4_run6.json;CollectionPoint;updateLocation;+ updateLocation ();VRAI;;19.0
Llama4;6;Llama4_run6.json;NotificationService;sendNotification;+ sendNotification ();FAUX;;
Llama4;6;Llama4_run6.json;Product;editListing;+ editListing ();VRAI;;13.0
Llama4;6;Llama4_run6.json;Product;listProduct;+ listProduct ();VRAI;;5.0
Llama4;6;Llama4_run6.json;RoleManager;assignRole;+ assignRole ();VRAI;;20.0
Llama4;6;Llama4_run6.json;SearchFilter;searchProducts;+ searchProducts () : List<Product>;VRAI;;14.0
Llama4;6;Llama4_run6.json;ServiceProvider;updateProfile;+ updateProfile ();VRAI;;18.0
Llama4;6;Llama4_run6.json;ServiceRequest;cancel;+ cancel ();VRAI;;12.0
Llama4;6;Llama4_run6.json;ServiceRequest;schedule;+ schedule ();VRAI;;6.0
Llama4;6;Llama4_run6.json;UserAccount;deactivateAccount;+ deactivateAccount ();VRAI;;15.0
Llama4;6;Llama4_run6.json;UserAccount;login;+ login ();VRAI;;2.0
Llama4;6;Llama4_run6.json;UserAccount;register;+ register ();VRAI;;1.0
Llama4;6;Llama4_run6.json;UserCredentials;resetPassword;+ resetPassword ();VRAI;;3.0
Llama4;6;Llama4_run6.json;UserProfile;updateProfile;+ updateProfile ();VRAI;;4.0
Llama4;6;Llama4_run6.json;ValidationResult;validate;+ validate () : ValidationResult;VRAI;;1.0
Llama4;6;Llama4_run6.json;WasteJourney;track;+ track ();VRAI;;10.0
Llama4;7;Llama4_run7.json;CollectionPoint;updateLocationDetails;+ updateLocationDetails (point : CollectionPoint);VRAI;;19.0
Llama4;7;Llama4_run7.json;CollectionRequest;scheduleCollection;+ scheduleCollection (provider : ServiceProvider);VRAI;;8.0
Llama4;7;Llama4_run7.json;NotificationService;notifyServiceProvider;+ notifyServiceProvider (request : ServiceRequest);FAUX;;
Llama4;7;Llama4_run7.json;NotificationService;notifyUser;+ notifyUser (request : ServiceRequest);FAUX;;
Llama4;7;Llama4_run7.json;NotificationService;sendPasswordResetLink;+ sendPasswordResetLink (user : UserAccount);VRAI;;3.0
Llama4;7;Llama4_run7.json;NotificationService;sendVerificationEmail;+ sendVerificationEmail (user : UserAccount);VRAI;;1.0
Llama4;7;Llama4_run7.json;PlatformManager;assignUserRole;+ assignUserRole (user : UserAccount, role : UserRole);VRAI;;20.0
Llama4;7;Llama4_run7.json;PlatformManager;manageCollectionPoints;+ manageCollectionPoints ();VRAI;;19.0
Llama4;7;Llama4_run7.json;PlatformManager;manageServiceListings;+ manageServiceListings ();VRAI;;17.0
Llama4;7;Llama4_run7.json;PlatformManager;manageServiceProviders;+ manageServiceProviders ();VRAI;;18.0
Llama4;7;Llama4_run7.json;Product;editProductListing;+ editProductListing (productId : UUID, product : Product);VRAI;;13.0
Llama4;7;Llama4_run7.json;Product;listProduct;+ listProduct (product : Product);VRAI;;5.0
Llama4;7;Llama4_run7.json;RoleManager;assignRole;+ assignRole (user : UserAccount, role : UserRole);VRAI;;20.0
Llama4;7;Llama4_run7.json;RoleManager;validateRoleTransition;+ validateRoleTransition (user : UserAccount, role : UserRole) : ValidationResult;FAUX;;
Llama4;7;Llama4_run7.json;ServiceProvider;manageCollectionRequest;+ manageCollectionRequest (request : CollectionRequest);VRAI;;8.0
Llama4;7;Llama4_run7.json;ServiceProvider;manageTransportRequest;+ manageTransportRequest (request : TransportRequest);VRAI;;9.0
Llama4;7;Llama4_run7.json;ServiceProvider;updateProfile;+ updateProfile (profile : ServiceProvider);VRAI;;18.0
Llama4;7;Llama4_run7.json;ServiceRequest;cancelRequest;+ cancelRequest (requestId : UUID);VRAI;;12.0
Llama4;7;Llama4_run7.json;ServiceRequest;submitRequest;+ submitRequest (request : ServiceRequest);VRAI;;6.0
Llama4;7;Llama4_run7.json;ServiceRequest;updateStatus;+ updateStatus (status : RequestStatus);FAUX;;
Llama4;7;Llama4_run7.json;TransportRequest;scheduleTransport;+ scheduleTransport (provider : ServiceProvider);VRAI;;9.0
Llama4;7;Llama4_run7.json;UserAccount;deactivateAccount;+ deactivateAccount ();VRAI;;15.0
Llama4;7;Llama4_run7.json;UserAccount;login;+ login (email : String, password : String);VRAI;;2.0
Llama4;7;Llama4_run7.json;UserAccount;recoverPassword;+ recoverPassword (email : String);VRAI;;3.0
Llama4;7;Llama4_run7.json;UserAccount;registerUser;+ registerUser (userProfile : UserProfile, credentials : UserCredentials);VRAI;;1.0
Llama4;7;Llama4_run7.json;UserAccount;updateProfileDetails;+ updateProfileDetails (profile : UserProfile);VRAI;;4.0
Llama4;7;Llama4_run7.json;UserAccount;verifyEmail;+ verifyEmail (token : String);VRAI;;1.0
Llama4;7;Llama4_run7.json;UserCredentials;updatePassword;+ updatePassword (newPassword : String);VRAI;;3.0
Llama4;7;Llama4_run7.json;UserCredentials;validateEmailFormat;+ validateEmailFormat (email : String) : ValidationResult;FAUX;;
Llama4;7;Llama4_run7.json;UserCredentials;validatePasswordStrength;+ validatePasswordStrength (password : String) : ValidationResult;FAUX;;
Llama4;7;Llama4_run7.json;UserProfile;updateDetails;+ updateDetails (profile : UserProfile);VRAI;;4.0
Llama4;7;Llama4_run7.json;WasteJourney;updateTrackingStatus;+ updateTrackingStatus (status : TrackingStatus);VRAI;;10.0
Llama4;8;Llama4_run8.json;Address;validateAddress;+ validateAddress () : ValidationResult;VRAI;;1.0
Llama4;8;Llama4_run8.json;CollectionPoint;addCollectionPoint;+ addCollectionPoint ();VRAI;;19.0
Llama4;8;Llama4_run8.json;CollectionPoint;updateCollectionPoint;+ updateCollectionPoint ();VRAI;;19.0
Llama4;8;Llama4_run8.json;CollectionRequest;scheduleCollection;+ scheduleCollection ();VRAI;;8.0
Llama4;8;Llama4_run8.json;NotificationService;sendNotification;+ sendNotification ();FAUX;;
Llama4;8;Llama4_run8.json;Product;listProduct;+ listProduct ();VRAI;;5.0
Llama4;8;Llama4_run8.json;Product;updateListing;+ updateListing ();VRAI;;13.0
Llama4;8;Llama4_run8.json;RoleManager;assignRole;+ assignRole ();VRAI;;20.0
Llama4;8;Llama4_run8.json;RoleManager;validateRoleTransition;+ validateRoleTransition () : boolean;VRAI;;20.0
Llama4;8;Llama4_run8.json;SearchFilter;searchProducts;+ searchProducts () : List<Product>;VRAI;;14.0
Llama4;8;Llama4_run8.json;ServiceProvider;updateProfile;+ updateProfile ();VRAI;;18.0
Llama4;8;Llama4_run8.json;ServiceRequest;cancelRequest;+ cancelRequest ();VRAI;;12.0
Llama4;8;Llama4_run8.json;ServiceRequest;scheduleRequest;+ scheduleRequest ();FAUX;;
Llama4;8;Llama4_run8.json;ServiceRequest;submitRequest;+ submitRequest ();VRAI;;6.0
Llama4;8;Llama4_run8.json;TransportRequest;scheduleTransport;+ scheduleTransport ();VRAI;;9.0
Llama4;8;Llama4_run8.json;UserAccount;lockAccount;+ lockAccount ();VRAI;;2.0
Llama4;8;Llama4_run8.json;UserAccount;login;+ login ();VRAI;;2.0
Llama4;8;Llama4_run8.json;UserAccount;registerUser;+ registerUser ();VRAI;;1.0
Llama4;8;Llama4_run8.json;UserAccount;unlockAccount;+ unlockAccount ();VRAI;;2.0
Llama4;8;Llama4_run8.json;UserAccount;verifyEmail;+ verifyEmail ();VRAI;;1.0
Llama4;8;Llama4_run8.json;UserCredentials;resetPassword;+ resetPassword ();VRAI;;3.0
Llama4;8;Llama4_run8.json;UserProfile;updateProfile;+ updateProfile ();VRAI;;4.0
Llama4;8;Llama4_run8.json;WasteJourney;trackJourney;+ trackJourney () : WasteJourney;VRAI;;10.0
Llama4;8;Llama4_run8.json;WasteJourney;updateStatus;+ updateStatus ();VRAI;;10.0
Llama4;9;Llama4_run9.json;Address;validateAddress;+ validateAddress () : ValidationResult;VRAI;;1.0
Llama4;9;Llama4_run9.json;CollectionPoint;getOperatingHours;+ getOperatingHours () : OpeningHours[];VRAI;;21.0
Llama4;9;Llama4_run9.json;CollectionRequest;accept;+ accept ();VRAI;;8.0
Llama4;9;Llama4_run9.json;NotificationService;sendNotification;+ sendNotification ();FAUX;;
Llama4;9;Llama4_run9.json;OpeningHours;isOpen;+ isOpen () : Boolean;VRAI;;21.0
Llama4;9;Llama4_run9.json;Product;listProduct;+ listProduct ();VRAI;;5.0
Llama4;9;Llama4_run9.json;Product;updateListing;+ updateListing ();VRAI;;13.0
Llama4;9;Llama4_run9.json;RoleManager;assignRole;+ assignRole ();VRAI;;20.0
Llama4;9;Llama4_run9.json;SearchFilter;searchProducts;+ searchProducts () : List<Product>;VRAI;;14.0
Llama4;9;Llama4_run9.json;ServiceProvider;updateProfile;+ updateProfile ();VRAI;;18.0
Llama4;9;Llama4_run9.json;ServiceProvider;viewPendingRequests;+ viewPendingRequests ();VRAI;;8.0
Llama4;9;Llama4_run9.json;ServiceRequest;cancel;+ cancel ();VRAI;;12.0
Llama4;9;Llama4_run9.json;ServiceRequest;schedule;+ schedule ();VRAI;;6.0
Llama4;9;Llama4_run9.json;TransportRequest;planRoute;+ planRoute ();VRAI;;9.0
Llama4;9;Llama4_run9.json;UserAccount;deactivateAccount;+ deactivateAccount ();VRAI;;15.0
Llama4;9;Llama4_run9.json;UserAccount;login;+ login ();VRAI;;2.0
Llama4;9;Llama4_run9.json;UserAccount;registerUser;+ registerUser ();VRAI;;1.0
Llama4;9;Llama4_run9.json;UserAccount;verifyEmail;+ verifyEmail ();VRAI;;1.0
Llama4;9;Llama4_run9.json;UserCredentials;resetPassword;+ resetPassword ();VRAI;;3.0
Llama4;9;Llama4_run9.json;UserProfile;updateProfile;+ updateProfile ();VRAI;;4.0
Llama4;9;Llama4_run9.json;WasteJourney;track;+ track ();VRAI;;10.0
Mistral;1;Mistral_run1.json;CollectionPoint;updateCollectionPoint;+ updateCollectionPoint (name : String, type : PointType, position : Coordinates, operatingHours : OpeningHours[]) : ValidationResult;VRAI;;19.0
Mistral;1;Mistral_run1.json;CollectionRequest;scheduleCollection;+ scheduleCollection (proposedTimeSlots : TimeRange[]) : Boolean;VRAI;;6.0
Mistral;1;Mistral_run1.json;NotificationService;sendNotification;+ sendNotification (user : UserProfile, type : NotificationType, channel : NotificationChannel, content : String);FAUX;;
Mistral;1;Mistral_run1.json;Product;listProduct;+ listProduct (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult;VRAI;;5.0
Mistral;1;Mistral_run1.json;Product;updateProductDetails;+ updateProductDetails (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult;VRAI;;13.0
Mistral;1;Mistral_run1.json;RoleManager;assignRole;+ assignRole (userId : UUID, role : UserRole) : ValidationResult;VRAI;;20.0
Mistral;1;Mistral_run1.json;RoutePlan;planRoute;+ planRoute (waypoints : Coordinates[]) : Boolean;VRAI;;6.0
Mistral;1;Mistral_run1.json;SearchFilter;filterProducts;+ filterProducts (categories : ProductCategory[], location : Address, maxDistance : Float, keywords : String) : Product[];VRAI;;14.0
Mistral;1;Mistral_run1.json;ServiceProvider;updateServiceProviderProfile;+ updateServiceProviderProfile (serviceAreas : String[], vehicleTypes : VehicleType[], availability : TimeRange[]) : ValidationResult;VRAI;;18.0
Mistral;1;Mistral_run1.json;ServiceRequest;cancelRequest;+ cancelRequest (cancelledBy : UserProfile);VRAI;;12.0
Mistral;1;Mistral_run1.json;TransportRequest;scheduleTransport;+ scheduleTransport (routePlan : RoutePlan) : Boolean;VRAI;;6.0
Mistral;1;Mistral_run1.json;UserAccount;deactivateAccount;+ deactivateAccount (reason : String);VRAI;;15.0
Mistral;1;Mistral_run1.json;UserAccount;lockAccount;+ lockAccount ();VRAI;;2.0
Mistral;1;Mistral_run1.json;UserAccount;registerUser;+ registerUser (name : String, email : String, password : String, address : Address) : ValidationResult;VRAI;;1.0
Mistral;1;Mistral_run1.json;UserAccount;unlockAccount;+ unlockAccount ();VRAI;;2.0
Mistral;1;Mistral_run1.json;UserAccount;verifyEmail;+ verifyEmail (token : String) : Boolean;VRAI;;1.0
Mistral;1;Mistral_run1.json;UserCredentials;resetPassword;+ resetPassword (token : String, newPassword : String) : Boolean;VRAI;;3.0
Mistral;1;Mistral_run1.json;UserCredentials;validateCredentials;+ validateCredentials (email : String, password : String) : Boolean;VRAI;;2.0
Mistral;1;Mistral_run1.json;UserProfile;updateEmail;+ updateEmail (newEmail : String) : ValidationResult;VRAI;;4.0
Mistral;1;Mistral_run1.json;UserProfile;updateProfile;+ updateProfile (name : String, phoneNumber : String, address : Address) : ValidationResult;VRAI;;4.0
Mistral;1;Mistral_run1.json;WasteJourney;addStage;+ addStage (stage : Stage);VRAI;;10.0
Mistral;1;Mistral_run1.json;WasteJourney;updateTrackingStatus;+ updateTrackingStatus (status : TrackingStatus);VRAI;;10.0
Mistral;10;Mistral_run10.json;CollectionPoint;updateCollectionPoint;+ updateCollectionPoint (name : String, type : PointType, position : Coordinates, operatingHours : OpeningHours[]) : Boolean;VRAI;;19.0
Mistral;10;Mistral_run10.json;CollectionRequest;scheduleCollection;+ scheduleCollection (provider : ServiceProvider, scheduledTime : TimeRange) : Boolean;VRAI;;8.0
Mistral;10;Mistral_run10.json;NotificationService;sendNotification;+ sendNotification (user : UserProfile, type : NotificationType, channel : NotificationChannel, content : String) : Boolean;FAUX;;
Mistral;10;Mistral_run10.json;Product;listProduct;+ listProduct (name : String, description : String, category : ProductCategory, inventory : Integer) : Boolean;VRAI;;5.0
Mistral;10;Mistral_run10.json;Product;updateProductDetails;+ updateProductDetails (name : String, description : String, category : ProductCategory, inventory : Integer) : Boolean;VRAI;;13.0
Mistral;10;Mistral_run10.json;RoleManager;assignRole;+ assignRole (userId : UUID, role : UserRole) : Boolean;VRAI;;20.0
Mistral;10;Mistral_run10.json;SearchFilter;searchProducts;+ searchProducts (categories : ProductCategory[], location : Address, maxDistance : Float, keywords : String) : Product[];VRAI;;14.0
Mistral;10;Mistral_run10.json;ServiceProvider;updateProfile;+ updateProfile (companyName : String, serviceAreas : String[], vehicleTypes : VehicleType[], availabilitySchedule : TimeRange[]) : ValidationResult;VRAI;;18.0
Mistral;10;Mistral_run10.json;ServiceRequest;cancelRequest;+ cancelRequest (cancelledBy : UserProfile) : Boolean;VRAI;;12.0
Mistral;10;Mistral_run10.json;TransportRequest;scheduleTransport;+ scheduleTransport (provider : ServiceProvider, scheduledTime : TimeRange, routePlan : RoutePlan) : Boolean;VRAI;;9.0
Mistral;10;Mistral_run10.json;UserAccount;deactivateAccount;+ deactivateAccount (reason : String) : Boolean;VRAI;;15.0
Mistral;10;Mistral_run10.json;UserAccount;login;+ login (email : String, password : String) : Boolean;VRAI;;2.0
Mistral;10;Mistral_run10.json;UserAccount;logout;+ logout () : Boolean;VRAI;;16.0
Mistral;10;Mistral_run10.json;UserAccount;registerUser;+ registerUser (name : String, email : String, password : String, address : Address) : ValidationResult;VRAI;;1.0
Mistral;10;Mistral_run10.json;UserAccount;resetPassword;+ resetPassword (email : String) : Boolean;VRAI;;3.0
Mistral;10;Mistral_run10.json;UserAccount;updateProfile;+ updateProfile (name : String, phoneNumber : String, address : Address) : ValidationResult;VRAI;;4.0
Mistral;10;Mistral_run10.json;UserAccount;verifyEmail;+ verifyEmail (token : String) : Boolean;VRAI;;1.0
Mistral;10;Mistral_run10.json;WasteJourney;updateTrackingStatus;+ updateTrackingStatus (status : TrackingStatus, currentLocation : Address) : Boolean;VRAI;;10.0
Mistral;2;Mistral_run2.json;CollectionPoint;updateCollectionPoint;+ updateCollectionPoint ();FAUX;;
Mistral;2;Mistral_run2.json;CollectionRequest;scheduleCollection;+ scheduleCollection ();FAUX;;
Mistral;2;Mistral_run2.json;NotificationService;sendNotification;+ sendNotification ();FAUX;;
Mistral;2;Mistral_run2.json;Product;listProduct;+ listProduct ();FAUX;;
Mistral;2;Mistral_run2.json;Product;updateProductListing;+ updateProductListing ();FAUX;;
Mistral;2;Mistral_run2.json;RoleManager;assignRole;+ assignRole ();FAUX;;
Mistral;2;Mistral_run2.json;RoutePlan;planRoute;+ planRoute ();FAUX;;
Mistral;2;Mistral_run2.json;SearchFilter;searchProducts;+ searchProducts ();FAUX;;
Mistral;2;Mistral_run2.json;ServiceProvider;updateServiceProviderProfile;+ updateServiceProviderProfile ();FAUX;;
Mistral;2;Mistral_run2.json;ServiceRequest;cancelRequest;+ cancelRequest ();FAUX;;
Mistral;2;Mistral_run2.json;TransportRequest;scheduleTransport;+ scheduleTransport ();FAUX;;
Mistral;2;Mistral_run2.json;UserAccount;deactivateAccount;+ deactivateAccount ();FAUX;;
Mistral;2;Mistral_run2.json;UserAccount;lockAccount;+ lockAccount ();FAUX;;
Mistral;2;Mistral_run2.json;UserAccount;registerUser;+ registerUser ();FAUX;;
Mistral;2;Mistral_run2.json;UserAccount;resetPassword;+ resetPassword ();FAUX;;
Mistral;2;Mistral_run2.json;UserAccount;verifyEmail;+ verifyEmail ();FAUX;;
Mistral;2;Mistral_run2.json;UserCredentials;generatePasswordResetToken;+ generatePasswordResetToken ();FAUX;;
Mistral;2;Mistral_run2.json;UserCredentials;validateCredentials;+ validateCredentials ();FAUX;;
Mistral;2;Mistral_run2.json;UserProfile;updateProfile;+ updateProfile ();FAUX;;
Mistral;2;Mistral_run2.json;WasteJourney;updateTrackingStatus;+ updateTrackingStatus ();FAUX;;
Mistral;3;Mistral_run3.json;CollectionPoint;updateCollectionPoint;+ updateCollectionPoint (name : String, type : PointType, position : Coordinates, operatingHours : OpeningHours[]) : ValidationResult;VRAI;;19.0
Mistral;3;Mistral_run3.json;CollectionRequest;scheduleCollection;+ scheduleCollection (provider : ServiceProvider, timeSlot : TimeRange) : Boolean;VRAI;;8.0
Mistral;3;Mistral_run3.json;NotificationService;sendNotification;+ sendNotification (user : UserProfile, type : NotificationType, channel : NotificationChannel) : Boolean;FAUX;;
Mistral;3;Mistral_run3.json;Product;listProduct;+ listProduct (name : String, description : String, category : ProductCategory, inventory : Integer) : Boolean;VRAI;;5.0
Mistral;3;Mistral_run3.json;Product;updateProductListing;+ updateProductListing (productId : UUID, name : String, description : String, category : ProductCategory, inventory : Integer) : Boolean;VRAI;;13.0
Mistral;3;Mistral_run3.json;RoleManager;assignRole;+ assignRole (userId : UUID, role : UserRole) : Boolean;VRAI;;20.0
